,blocknumber,contracthash,ethprice,fromaddress,timestamp,toaddress,tokenid,tokenuri,transactionhash,running_sell_count,running_whale_weight,loop_id,collection name
2135,13025486,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,2.95,0x23b00f713ec24a61a061f5fd8981f7f464720264,2021-08-14,0x7ec8343e808b15bf3e93bb1ba88b3a36d126e98f,8558,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/8558,0x10868cedbf3afc638477c374bebb95efcdd6496eee0d63f9161b3964f8646a91,2.0,2.0,PENGUIN2,penguin
23304,13023940,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,2.75,0x00a8bec03805bcfaafab1050dbcf90f57982d750,2021-08-14,0x23b00f713ec24a61a061f5fd8981f7f464720264,765,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/765,0xb58352b405adaf6cfe4f7548a841116bc8f201e27994c890538a6cb374b5c74c,4.0,4.0,PENGUIN2,penguin
15133,12979485,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.299,0xc6cf0dbfde77ba8e63a5097d0cf0f92fafa938e7,2021-08-07,0x52f67902e201e8d64a7431cd86710ba9cc7dcea3,5439,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/5439,0x7626d3026f525e0ba4fc8d04d6c15eb33a7af8f00b66174d5d7a42bf1ee23e28,4.0,4.0,PENGUIN20,penguin
18711,12979352,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.24,0x52f67902e201e8d64a7431cd86710ba9cc7dcea3,2021-08-07,0xc6cf0dbfde77ba8e63a5097d0cf0f92fafa938e7,8321,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/8321,0x919420b36a2143b4fd61547e93fb64b7477446801007051f146fba355339d5d3,3.0,3.0,PENGUIN20,penguin
1093,12988506,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.5499,0xf7a74371aa6544eff247a80402a61ec649218d5a,2021-08-09,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,5230,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/5230,0x0898ed77923861e082c585540d355a35eb91e63412a022e7899c0109fe3feaca,2.0,2.0,PENGUIN22,penguin
5845,12987664,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.4469,0x2b82ad50033363fffc3cf001743cbbbb83cdc11a,2021-08-09,0xf7a74371aa6544eff247a80402a61ec649218d5a,8857,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/8857,0x2deaa29fbecf17ca7f9347e41db309eecd19ab3188c93f742df587b7fb2a71b8,1.0,1.0,PENGUIN22,penguin
15583,12978399,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.35,0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,2021-08-07,0xf7a74371aa6544eff247a80402a61ec649218d5a,2878,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/2878,0x79b00255bea1d2b89ceb5fd82771225bce418383daf57ec69ec8ae9e0894b99e,2.0,2.0,PENGUIN26,penguin
1093,12988506,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.5499,0xf7a74371aa6544eff247a80402a61ec649218d5a,2021-08-09,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,5230,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/5230,0x0898ed77923861e082c585540d355a35eb91e63412a022e7899c0109fe3feaca,2.0,2.0,PENGUIN26,penguin
10673,12974788,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.33,0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,2021-08-07,0x326156177e69d3fe93fcc1eb4a0b2886fe34dc3f,6446,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/6446,0x543b1960211da5f0112fbd2c58624219aa45a09cc8bd297375f9e3b88b2ae2ce,2.0,2.0,PENGUIN27,penguin
8339,12983754,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,2.5,0x326156177e69d3fe93fcc1eb4a0b2886fe34dc3f,2021-08-08,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,2211,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/2211,0x41e9cdf9dee5e2eba5cd8cb9e7fe573b9203909986953d624df048a759d84d5e,2.0,2.0,PENGUIN27,penguin
