,blocknumber,contracthash,ethprice,fromaddress,timestamp,toaddress,tokenid,tokenuri,transactionhash,running_sell_count,running_whale_weight,loop_id,collection name
27021,12782650,0x1A92f7381B9F03921564a437210bB9396471050C,1.0,0x668e961736454a2444adb485340cb7f0844ddd3d,2021-07-07,0x6d1f97038f6537410ed50456c4a1a9a174f19282,6231,https://api.coolcatsnft.com/cat/6231,0xf89a6f22f94089f56bb5e5fa528811065255ea1f9d147acee66494a7a773e06f,6.0,6.0,COOLCAT149,coolcat
17921,12759099,0x1A92f7381B9F03921564a437210bB9396471050C,0.027,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,2021-07-04,0xf05155f792819710da259c103d30e4b70178ea9f,519,https://api.coolcatsnft.com/cat/519,0xa4810239555ea2346dae18d2c360c974462604e394282268cf8d2179b0bdf557,2.0,2.0,COOLCAT15,coolcat
10751,12750625,0x1A92f7381B9F03921564a437210bB9396471050C,0.06,0xf05155f792819710da259c103d30e4b70178ea9f,2021-07-02,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,9404,https://api.coolcatsnft.com/cat/9404,0x6304b261b8ee30fc82f30ef30cfb5f6fd3c7daca6e301925ec37c8dcef525763,4.0,4.0,COOLCAT15,coolcat
14819,12752469,0x1A92f7381B9F03921564a437210bB9396471050C,0.15,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,2021-07-03,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,2634,https://api.coolcatsnft.com/cat/2634,0x88249cbd07590c521c3774afe2d30b6de762496bf542d855ddfe2d691d708925,1.0,1.0,COOLCAT15,coolcat
7211,12759613,0x1A92f7381B9F03921564a437210bB9396471050C,0.38,0x45d2bafe56c85433e0b9f9b50dd124ea3041f223,2021-07-04,0x6d1f97038f6537410ed50456c4a1a9a174f19282,9795,https://api.coolcatsnft.com/cat/9795,0x421c35856d9b006acbd055398bb5de71adaaea7aa2baa1768f26d6d123efc6b0,2.0,2.0,COOLCAT150,coolcat
16502,12795983,0x1A92f7381B9F03921564a437210bB9396471050C,1.33,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,2021-07-09,0x45d2bafe56c85433e0b9f9b50dd124ea3041f223,8873,https://api.coolcatsnft.com/cat/8873,0x9764ce224ac0c522fa93329179393c8829f1230360a3b51c790e527f005f06c9,2.0,2.0,COOLCAT150,coolcat
18800,12762407,0x1A92f7381B9F03921564a437210bB9396471050C,0.15,0x6d1f97038f6537410ed50456c4a1a9a174f19282,2021-07-04,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,435,https://api.coolcatsnft.com/cat/435,0xacdf8ec793cc60ff3f1c6efb92162c83df04d9435ba3b740b83795b6a16cfa51,7.0,7.0,COOLCAT150,coolcat
12993,12762120,0x1A92f7381B9F03921564a437210bB9396471050C,0.21,0xf05155f792819710da259c103d30e4b70178ea9f,2021-07-04,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,9578,https://api.coolcatsnft.com/cat/9578,0x7724ffae7028d9842a4d974975fc459fad6d991f60dde566b8b7ed99265014fa,3.0,3.0,COOLCAT151,coolcat
17921,12759099,0x1A92f7381B9F03921564a437210bB9396471050C,0.027,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,2021-07-04,0xf05155f792819710da259c103d30e4b70178ea9f,519,https://api.coolcatsnft.com/cat/519,0xa4810239555ea2346dae18d2c360c974462604e394282268cf8d2179b0bdf557,2.0,2.0,COOLCAT151,coolcat
18538,12777630,0x1A92f7381B9F03921564a437210bB9396471050C,0.39,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,2021-07-07,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,6957,https://api.coolcatsnft.com/cat/6957,0xaa50c57b30769dd2b8ce7a4891598dab8c4f8e2d2fbc18d183c8986ba16a5cfb,2.0,2.0,COOLCAT152,coolcat
