,loopid,fromaddress,toaddress,tokenid,ethprice,date,transhash
0,BOREDAPE11,0xca3be8fcc0bb1e966aad0fb5705ba11b517bd219,0xea39c551834d07ee2ee87f1ceff843c308e089af,7392,116.0,2021-09-01,0x2004f8f4dacbbc5d8ac82fd51691c02fd7cc34e1252c01cfac8a7fa49b09c57d
1,BOREDAPE11,0xea39c551834d07ee2ee87f1ceff843c308e089af,0xca3be8fcc0bb1e966aad0fb5705ba11b517bd219,50,90.0,2021-09-01,0x42a94d027d1aab964e7c016d14c22753d0fe6a1b4917db581d8e1c73ae8319e6
2,BOREDAPE16,0x7260f7927a25949c15b7c4cbcf936510bf34c81b,0xc34f37006cb57957b5296e9d7cd4f71958ec0b8f,5862,54.2069,2021-08-28,0x1f4b48754ed0dad156a81d523749a114796d81c0c5f94720d40e442995857f4b
3,BOREDAPE16,0xc34f37006cb57957b5296e9d7cd4f71958ec0b8f,0x7260f7927a25949c15b7c4cbcf936510bf34c81b,5862,59.98,2021-08-31,0xa67cf79a29a6bdf1d5553f0fd7d0728e1075c9823411300872f54231d51c5058
4,BOREDAPE17,0x9e106a248e45ca60b06d4307170e7659e7aa8066,0x29b1b2d083456fd07b19649f8b85f9927a29b1ab,6388,6.0,2021-05-01,0xfd1369b94f54350eedd3be5052ef2488f6e0957ca770eadda61f2c82af4a6a91
5,BOREDAPE17,0x72d633dcd7b0a48d9633eef2aa6aaa300b39b8a3,0x9e106a248e45ca60b06d4307170e7659e7aa8066,9981,0.38,2021-05-02,0xe2ca1f5064d534752e29838e7cc2d8f98210cbedcc374aa478d57bce8147029c
6,BOREDAPE17,0x29b1b2d083456fd07b19649f8b85f9927a29b1ab,0x72d633dcd7b0a48d9633eef2aa6aaa300b39b8a3,4751,0.15,2021-05-01,0xb688726444f0aa9bcc87092692ee44f1cb62b3e485bd071963866ce659551519
7,BOREDAPE18,0x5d8e2c078d8851dd295eada3622ab90e605652b1,0xd61063bbf284043d84959ed03a7ebd30424d8fba,5441,0.15,2021-05-01,0xe8ff4a6a2f0471cd7b3ad036135041a613412472e751bfd08689ad6926fd368b
8,BOREDAPE18,0xd61063bbf284043d84959ed03a7ebd30424d8fba,0x29b1b2d083456fd07b19649f8b85f9927a29b1ab,5555,6.69,2021-05-02,0xd12923c1cf72b12ff846120639b2a090499cbaf16a31d767234e1a97420b3f8c
9,BOREDAPE18,0x29b1b2d083456fd07b19649f8b85f9927a29b1ab,0x5d8e2c078d8851dd295eada3622ab90e605652b1,3833,0.15,2021-05-01,0xcd66500861e184fe86141e4fd3a4945028e23740a5a776a5bc80fc475429145d
10,BOREDAPE19,0x5d8e2c078d8851dd295eada3622ab90e605652b1,0xd61063bbf284043d84959ed03a7ebd30424d8fba,5441,0.15,2021-05-01,0xe8ff4a6a2f0471cd7b3ad036135041a613412472e751bfd08689ad6926fd368b
11,BOREDAPE19,0xd61063bbf284043d84959ed03a7ebd30424d8fba,0x29b1b2d083456fd07b19649f8b85f9927a29b1ab,5555,6.69,2021-05-02,0xd12923c1cf72b12ff846120639b2a090499cbaf16a31d767234e1a97420b3f8c
12,BOREDAPE19,0x29b1b2d083456fd07b19649f8b85f9927a29b1ab,0x5d8e2c078d8851dd295eada3622ab90e605652b1,4752,0.15,2021-05-01,0xbc8a80161a39bc97409fb7a10945c85f94217c414813ca5f516320dc4219a08a
13,BOREDAPE20,0xc7daff430efad15679f8bb53530debee0308eb1b,0x7d935fb77f7f1ae608f5ef535a347e8b9965bc99,3315,5.2,2021-07-15,0x709f41e44bdc40a642758d14f95e8109a8a98647342df0a53d09d0a8cca902c3
14,BOREDAPE20,0x7d935fb77f7f1ae608f5ef535a347e8b9965bc99,0xc3b24d8b1b27bb5f231fc4b266bdd22a80536f69,5332,6.5432,2021-07-16,0x9ae6be8cd9b2ce50823d99a3c9f9622364f5ff0f3ffda7e6c27e2d1463e24b0e
16,BOREDAPE22,0xc3b24d8b1b27bb5f231fc4b266bdd22a80536f69,0xc7daff430efad15679f8bb53530debee0308eb1b,5898,0.0042,2021-07-09,0xd46805ffab709b8b0af414c664ce6cc594f4eabbcda41cc665fda7aeaf04a043
15,BOREDAPE22,0xc7daff430efad15679f8bb53530debee0308eb1b,0xc3b24d8b1b27bb5f231fc4b266bdd22a80536f69,8286,0.0042,2021-07-09,0x23fe28ac193f2b80e3f82e346378f07800d780b49626ee9a71c893cf683e352c
17,BOREDAPE26,0x4d93c788b6e9771f1ee2f30242cd3892b631d8ed,0x402e183628df0d1a7db90034d1f42b95b811a802,349,2.19,2021-06-10,0x89d8c924930e5455110d7e122fb7cf80d67e1ca5ac1a9281e630bae2b6122ff9
18,BOREDAPE26,0x402e183628df0d1a7db90034d1f42b95b811a802,0x4d93c788b6e9771f1ee2f30242cd3892b631d8ed,4098,1.58,2021-06-10,0x465a6ee71af00cf9dee60e51383f3d0919bf87246d596f3092fb3956999a655a
19,BOREDAPE27,0x23ffa72d19450516322c8875fce660d80f732b4c,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,361,2.85,2021-06-13,0x0274335564ceebcb32013cf0cbf01a0e07c9e5f8a9ad68797faac8fcfc3e5213
20,BOREDAPE27,0xec36697c3c8c8e385b37e17df40dbcbe2dbd9ffc,0x23ffa72d19450516322c8875fce660d80f732b4c,3520,1.7,2021-06-16,0x2cb63e5bee2d59022f2e06f9f515ad6830a89c22dca3634d1454b521c99a2fa4
21,BOREDAPE27,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,0xec36697c3c8c8e385b37e17df40dbcbe2dbd9ffc,3520,1.6418583217,2021-06-09,0x4136ce6b7831589827081cd275afa39c63a8fcfeec7495e84ee1527241d75224
22,BOREDAPE42,0x7d935fb77f7f1ae608f5ef535a347e8b9965bc99,0xc124a73088c871c13d03554da0a11a9c11a651a1,1603,8.7654,2021-06-20,0xc80396b4fe92c48f9e32759425a32d6e388fb6856fc2dfe051350177cb68e26d
23,BOREDAPE42,0xc124a73088c871c13d03554da0a11a9c11a651a1,0x7d935fb77f7f1ae608f5ef535a347e8b9965bc99,8439,5.9,2021-06-20,0x8a0bee9e346649c5946ab7ba9bd48c5d544af09fdbfbcf747682fb9381a6be6e
24,BOREDAPE45,0x34a3adc8ccff21a9a66ddcf2c3eddad989deec97,0xd3fc6fec4b219c2d74b366fee6b585df71611533,2321,5.6145,2021-07-27,0x8caa2110be55823bce85b96f05d098fad1bd1e9a10f4ec9b87b608e22afc2695
25,BOREDAPE45,0xd3fc6fec4b219c2d74b366fee6b585df71611533,0x34a3adc8ccff21a9a66ddcf2c3eddad989deec97,299,6.9,2021-07-27,0xce34f6cdb4eb5428f7a0e08f29308c990fa479affa3c5a619b92530264265c84
26,BOREDAPE57,0x7d88aa989068e65190031a13c809e27fcb3aca52,0x8ab83d869f2bc250b781d26f6584fd5c562fdd9d,1213,0.85,2021-05-31,0xfb763ce140a98401e67406e51205a434a904589396d2f06cd247bed8093f060d
27,BOREDAPE57,0x8ab83d869f2bc250b781d26f6584fd5c562fdd9d,0x7d88aa989068e65190031a13c809e27fcb3aca52,2470,2.5,2021-06-01,0x9bc899f2423426489a3dfcc93d527a7a49cc7f2c851275b16d7cbb248ac01947
28,BOREDAPE59,0x020ca66c30bec2c4fe3861a94e4db4a498a35872,0x5f91fceda14ad95c9676cf65548b6f189bf3a1a9,4715,8.0,2021-06-19,0xacc1cfbc20808a2452b300ae6c2fb18f7ac95a5adfafc3ca3a4d7ff9aaeead60
29,BOREDAPE59,0x5f91fceda14ad95c9676cf65548b6f189bf3a1a9,0x7d88aa989068e65190031a13c809e27fcb3aca52,7260,7.77,2021-06-20,0x0a34e19277b0ebcd6cb346bd7a1c5a2043fec8c53fc41b75c034cfcdb897a3d6
31,BOREDAPE68,0x2bcba14f244928b2f9d78a5727dcc109b541e39f,0x09b3ed5392df96c5691a5c3e793acb4dc47d089e,6877,0.75,2021-05-31,0x6921a79754e6938546f45214b82f01651bae7f2ef9af48453cb1f54c6c0fd9e0
30,BOREDAPE68,0x09b3ed5392df96c5691a5c3e793acb4dc47d089e,0xddcb8c0913745aea91bef234c0dd96bdc1127a80,7412,0.9,2021-06-03,0x33f26af9e34c02c1277254920e963fb70beb3bb79558931b94a008a45ae70660
32,BOREDAPE68,0xddcb8c0913745aea91bef234c0dd96bdc1127a80,0x2bcba14f244928b2f9d78a5727dcc109b541e39f,7412,1.089,2021-06-05,0x598cb17ac4fad98f9c6d8fc0b6a2d60deb6216e1a4f7e2b450792e216b76fa77
34,BOREDAPE69,0xf05155f792819710da259c103d30e4b70178ea9f,0x0e63d7e489363028e23a6da417d5767f9e399246,1960,0.4,2021-05-27,0xce5a5aa1aafe3417efe039840e84558ecedab2136d77da167451da6b1725e435
33,BOREDAPE69,0x0e63d7e489363028e23a6da417d5767f9e399246,0xf05155f792819710da259c103d30e4b70178ea9f,1960,0.4,2021-05-28,0x797682877eacd97bc7b0b879795685272ec5eb249bf840da9f5adefed7b1cedd
35,BOREDAPE7,0xed2572b5ee0e73619f2632e7ac95cd3606b2fcfc,0x34805e6a3796fb04e82183667a78c2f7bff29170,8467,2.986,2021-06-05,0x3788022b34c8d359bc258b3e7cf0500ec53e9dd918f5451cd8131f50a2be8ba8
36,BOREDAPE7,0x8ad272ac86c6c88683d9a60eb8ed57e6c304bb0c,0xed2572b5ee0e73619f2632e7ac95cd3606b2fcfc,1407,2.01,2021-06-06,0xd639765b8cbc4066276b7c1d0f81d5de19d5c99c5ff9f3a3e886e56c4d4fb1ed
37,BOREDAPE8,0xed2572b5ee0e73619f2632e7ac95cd3606b2fcfc,0x34805e6a3796fb04e82183667a78c2f7bff29170,8467,2.986,2021-06-05,0x3788022b34c8d359bc258b3e7cf0500ec53e9dd918f5451cd8131f50a2be8ba8
38,BOREDAPE8,0x8ad272ac86c6c88683d9a60eb8ed57e6c304bb0c,0xed2572b5ee0e73619f2632e7ac95cd3606b2fcfc,1453,1.88,2021-06-07,0xb2dd9755962e4a3d0f6475f8b40f95a0cf10fb546daf9d9b21d8ddf701909ee8
39,BOREDAPE9,0x8ad272ac86c6c88683d9a60eb8ed57e6c304bb0c,0xc78ebf0eb5b008605eeabdb6a07584fe23ab75e6,1555,7.99,2021-06-22,0x21bc5f208253d94be58aa849b3bc7ecfd9e90005d200d395e5a60d967ce50d0e
40,BOREDAPE9,0xc78ebf0eb5b008605eeabdb6a07584fe23ab75e6,0x34805e6a3796fb04e82183667a78c2f7bff29170,9724,3.15,2021-06-22,0xed85c7860dc37c18a58b76513c71b371739cbc2236f10d9d559867ff054e9c17
41,BOREDAPEKENNEL11,0x5d9049fccf5ae287ca2472713bb7fc6325dc7876,0x7768a6fa6f9812f3aa91a9f827e5948f7e0b5486,3972,1.8,2021-07-17,0x2f076a4b3013564c20f5b50f0abac00b2ec9c2cab4075a5d1204ae20c80f9f39
42,BOREDAPEKENNEL11,0x7768a6fa6f9812f3aa91a9f827e5948f7e0b5486,0x5d9049fccf5ae287ca2472713bb7fc6325dc7876,3972,2.111,2021-07-17,0x668bb3dd545d28988a9fd4e183b2dde4bc761d706bc4b2c4ef9258ba89629258
43,BOREDAPEKENNEL13,0xbdd95abe8a7694ccd77143376b0fbea183e6a740,0x81b3893a8f3557712705e83d2ab877710044d74d,1724,4.9,2021-08-28,0x8d55dc584354c36097003620a31d0e4a1860f330275ba0caaf0563e3d1f2a19d
44,BOREDAPEKENNEL13,0x81b3893a8f3557712705e83d2ab877710044d74d,0x6507db73d6ade38af8467eb5ab445f224cedaf38,1724,3.9,2021-08-29,0xb8d79dccde460a3a443b93352bf9626e56b743d090c47e1d2a83fb79eff50876
45,BOREDAPEKENNEL13,0x6507db73d6ade38af8467eb5ab445f224cedaf38,0xbdd95abe8a7694ccd77143376b0fbea183e6a740,1724,4.45,2021-08-30,0xb691fb9428c8e2d9932f6f9970100301e3d4ae0c0fee0a24145048524b7d9f8f
46,BOREDAPEKENNEL18,0xa85f0bd039bd6ca4708b72150e29c68642cc3635,0x54b174179ae825ed630da40b625bb3c883cd40ae,8770,1.0,2021-07-11,0xf33ca572c69988c2f6232ce679cbbe48559e1cdb86eb6d4fd6d592b66e786c46
47,BOREDAPEKENNEL18,0x54b174179ae825ed630da40b625bb3c883cd40ae,0xa85f0bd039bd6ca4708b72150e29c68642cc3635,1571,1.2,2021-07-14,0xb4ca04f14a4b09ba711a7982e4d195b589ff6bf7d73393946d10090350277244
49,BOREDAPEKENNEL19,0xf5fd85dcf199763ddf45f203533336915625be2a,0x54b174179ae825ed630da40b625bb3c883cd40ae,7820,9.0,2022-02-02,0xe4b3974cf14fa999ee187da4c3cc0b5b77106150ab8d31e3f35f9a1189b1b567
48,BOREDAPEKENNEL19,0x54b174179ae825ed630da40b625bb3c883cd40ae,0xf5fd85dcf199763ddf45f203533336915625be2a,7820,10.5,2022-01-31,0x2a0ece88ece2e74234c05acc69372dc9bee9502be58917a7a0eb21755006f9ff
51,BOREDAPEKENNEL26,0x11360f0c5552443b33720a44408aba01a809905e,0xc7daff430efad15679f8bb53530debee0308eb1b,6030,3.0,2021-06-25,0x5c9c6bd11815827432ab6114c196061e051f5a98bc85c30339276cd1366e8f1d
50,BOREDAPEKENNEL26,0xc7daff430efad15679f8bb53530debee0308eb1b,0x11360f0c5552443b33720a44408aba01a809905e,2716,1.8,2021-06-28,0x53a622965a01be56733438515b9c4e310cca026beaf301d2c5382feb84b0b6c7
52,BOREDAPEKENNEL3,0x81b3893a8f3557712705e83d2ab877710044d74d,0x6507db73d6ade38af8467eb5ab445f224cedaf38,1724,3.9,2021-08-29,0xb8d79dccde460a3a443b93352bf9626e56b743d090c47e1d2a83fb79eff50876
53,BOREDAPEKENNEL3,0xbdd95abe8a7694ccd77143376b0fbea183e6a740,0x81b3893a8f3557712705e83d2ab877710044d74d,1724,4.9,2021-08-28,0x8d55dc584354c36097003620a31d0e4a1860f330275ba0caaf0563e3d1f2a19d
54,BOREDAPEKENNEL3,0x6507db73d6ade38af8467eb5ab445f224cedaf38,0xbdd95abe8a7694ccd77143376b0fbea183e6a740,1724,4.45,2021-08-30,0xb691fb9428c8e2d9932f6f9970100301e3d4ae0c0fee0a24145048524b7d9f8f
55,BOREDAPEKENNEL5,0xc35e3f52213f568b1cc55754b85da5c59ca054bc,0x975222a8365e6ab51b7867524f77261cd4ece06e,6255,2.1,2021-07-17,0xb396b4ae3f13717dd95f9943d3825679161e02bb9e616e52df909f22884838f4
56,BOREDAPEKENNEL5,0x975222a8365e6ab51b7867524f77261cd4ece06e,0x2e992e3941f67dc416de6275f496ceb2c0025da2,7016,2.2,2021-07-22,0x543b3dc2e87c857625aea86c1e0f6fe27b4143054f3a702c2464ce294d323478
57,BOREDAPEKENNEL5,0x2e992e3941f67dc416de6275f496ceb2c0025da2,0xc35e3f52213f568b1cc55754b85da5c59ca054bc,6255,0.6,2021-07-17,0x13a51c88644abf652a130a87a4383e11a7ab8cce9acf641ad2088ed23ae351d8
58,CLONEX3,0xdef3d987131791b2712297f17654da42fd63f6b0,0xdc133816529cb58177d9bc8b55e4b523673b84fb,629,12.5,2021-12-13,0x4f960ac587b8dda1dc29f8bc6d83f807c42ebf10eabd8cae3710a4d906f044cb
59,CLONEX3,0xdc133816529cb58177d9bc8b55e4b523673b84fb,0xdef3d987131791b2712297f17654da42fd63f6b0,1594,12.5,2021-12-14,0x76d9b36f85c0ea26bd13a268bf70e79bbb5e3d1030df2b9d7e7cf1d96bdbde49
60,CLONEX5,0x113d754ff2e6ca9fd6ab51932493e4f9dabdf596,0x735ed02655bca15ec46491c0de4946591135459b,2692,5.99,2021-12-14,0x3306a4ed083403542f116d78d4e73a0311b71bdb9e7d2431217da10a2da9c96f
61,CLONEX5,0xf224837e13b1a745574ef68a73427b0063f266f1,0x113d754ff2e6ca9fd6ab51932493e4f9dabdf596,5158,7.5,2021-12-13,0x688139674085175aa8381cebb7492e324948172745861826b52a795deb176607
62,CLONEX5,0x735ed02655bca15ec46491c0de4946591135459b,0xf224837e13b1a745574ef68a73427b0063f266f1,9391,3.0,2021-12-12,0xc31600accbd05dddaaaedeab31c31330a1765ff78908ec0fa283e860cb113532
64,COOLCAT1,0xfe5573c66273313034f7ff6050c54b5402553716,0x2ccc5e98e7ce96321752beb10eb3f8b8af5efcf7,6351,0.75,2021-07-07,0xbfcd954ea1cffa0788b4f3058c3cf256503fa0e316e5e0954af780163ac0dfc6
63,COOLCAT1,0xaf611d53b8d52fa4a059f84c61cca0921d276dd8,0xfe5573c66273313034f7ff6050c54b5402553716,8215,0.1,2021-07-06,0x480cc6d08d2730dfae17b9844cc9f85fafcec2d8c84b3e469ae98a1734a5a877
65,COOLCAT1,0x2ccc5e98e7ce96321752beb10eb3f8b8af5efcf7,0xaf611d53b8d52fa4a059f84c61cca0921d276dd8,2,0.3,2021-07-06,0x8f4833646bd4cae819290c1e54d1acf5a67a5b6a926a7090bded6b51590740ea
67,COOLCAT10,0xc3f201186fd0e2a63b494b631a4f43e72b8957e6,0x15f7320adb990020956d29edb6ba17f3d468001e,42,0.09,2021-07-02,0x8eb5661bcd28aa76573e5128bdf1c978bf80cb59955e128e7e176592f9fd6f65
66,COOLCAT10,0x15f7320adb990020956d29edb6ba17f3d468001e,0xf05155f792819710da259c103d30e4b70178ea9f,2119,1.5,2021-07-09,0x5ea360fd81e05b923f0ca7609221949d9d714f029a8a1df3000756cfe2a06124
70,COOLCAT103,0x88a72b209091f4a4ffa3514e520adbe124ca269a,0xf05155f792819710da259c103d30e4b70178ea9f,7987,0.195,2021-07-04,0x85970e4240dc8c2114cd6c89a4f491d921be06aa60f288d5583eda3a8233a02d
68,COOLCAT103,0xf05155f792819710da259c103d30e4b70178ea9f,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,9404,0.06,2021-07-02,0x6304b261b8ee30fc82f30ef30cfb5f6fd3c7daca6e301925ec37c8dcef525763
69,COOLCAT103,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,0x88a72b209091f4a4ffa3514e520adbe124ca269a,2832,0.1,2021-07-04,0xd4f592467d014780d3c5a67d534773a3e37544bbf2b03d6d18a107a9fa942993
71,COOLCAT104,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,9404,0.2,2021-07-04,0x467b5a43a78ed1c074849b97e83e7fadbffc4817d1c602229457e4c424524b8c
72,COOLCAT104,0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,0xf05155f792819710da259c103d30e4b70178ea9f,1202,0.029,2021-07-04,0x025d1a949c6aa09fc02bc5995ab58f39b2dac9dba70b49173fc662555b5b9744
73,COOLCAT104,0xf05155f792819710da259c103d30e4b70178ea9f,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,9404,0.06,2021-07-02,0x6304b261b8ee30fc82f30ef30cfb5f6fd3c7daca6e301925ec37c8dcef525763
74,COOLCAT106,0xf05155f792819710da259c103d30e4b70178ea9f,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,9404,0.06,2021-07-02,0x6304b261b8ee30fc82f30ef30cfb5f6fd3c7daca6e301925ec37c8dcef525763
75,COOLCAT106,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,0xf05155f792819710da259c103d30e4b70178ea9f,519,0.027,2021-07-04,0xa4810239555ea2346dae18d2c360c974462604e394282268cf8d2179b0bdf557
76,COOLCAT107,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,2634,0.15,2021-07-03,0x88249cbd07590c521c3774afe2d30b6de762496bf542d855ddfe2d691d708925
77,COOLCAT107,0xf05155f792819710da259c103d30e4b70178ea9f,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,9404,0.06,2021-07-02,0x6304b261b8ee30fc82f30ef30cfb5f6fd3c7daca6e301925ec37c8dcef525763
78,COOLCAT107,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,0xf05155f792819710da259c103d30e4b70178ea9f,1547,0.029,2021-07-04,0x020715f0bb2a6cfe972d3e47873eca940a8fb142a35abccc18c4417394b2cb82
79,COOLCAT108,0x342c6bfa287ce37b8b53eee0e5b6e6bcbea98c76,0xb697b9455eeee9574ec5c5350cb10c8a5b752a39,1853,5.45,2021-09-15,0xe9561b63cb026cc1bc9e1c2caaeb431f377ddc0d6c4e94edc4caa1d1aed25c31
80,COOLCAT108,0xb697b9455eeee9574ec5c5350cb10c8a5b752a39,0x342c6bfa287ce37b8b53eee0e5b6e6bcbea98c76,261,6.05,2021-09-18,0x53f77b6b88e826a95198d32fe21f76a6b344d089869fad71d8138ecd53d1b967
81,COOLCAT11,0xc3f201186fd0e2a63b494b631a4f43e72b8957e6,0xf05155f792819710da259c103d30e4b70178ea9f,1067,0.029,2021-07-04,0x338fec605efc43f7b0df9d7deb1a1b72f3fc9d2585891b88b3643179d23b02f4
82,COOLCAT11,0xf05155f792819710da259c103d30e4b70178ea9f,0xc3f201186fd0e2a63b494b631a4f43e72b8957e6,9402,0.07,2021-07-02,0x3a39b6d5d74543ec7a42dafbed703f4034e0b2433b2fc63cb22669f0ffa10357
84,COOLCAT114,0xaca3aaa88930c86975359e783474cb3e1662d674,0x30e3e8de3732793cb7c8b67acca6b2bcadc58186,9179,0.1,2021-07-06,0xb48a25706aa85dd52f8dc2c48cdabf5e47b42c65f9979c9ef20ea8c10d53b215
85,COOLCAT114,0x92e9b91aa2171694d740e7066f787739ca1af9de,0xaca3aaa88930c86975359e783474cb3e1662d674,9179,0.02,2021-07-02,0x18743b618ad628666b2d6f74bc9544e6c0bfe69d4aa6f4d3d3740c35b803970c
83,COOLCAT114,0x30e3e8de3732793cb7c8b67acca6b2bcadc58186,0x92e9b91aa2171694d740e7066f787739ca1af9de,5151,0.115,2021-07-04,0x73da71fa2500df2409f88a9ef262f93c6fb8065618e17e063ea2c32149c0b6d9
86,COOLCAT115,0x5b6b29620d5f226301626806925fd770e796dd69,0x1cbc9af7b19c13d492f4375dfb5e65a8bd04b03d,6109,0.79,2021-07-15,0xe7a4dfb92e4bf0438b50e32e7a95ee09ac56719291dc6f9be56d7910d46c26f7
87,COOLCAT115,0x453721d8f20513944a0edc7230ec2709552f7e17,0x5b6b29620d5f226301626806925fd770e796dd69,6109,0.675,2021-07-15,0xb23330fe40add4f99edb928d47b20da549064ee3617a213fcc05e5bb191074eb
88,COOLCAT115,0x1cbc9af7b19c13d492f4375dfb5e65a8bd04b03d,0x453721d8f20513944a0edc7230ec2709552f7e17,9218,1.2,2021-07-15,0x553b364fbb3ec8088c1bfbe8a1387a8d9b49c91c4323c81201369348fbf6336f
89,COOLCAT116,0xf05155f792819710da259c103d30e4b70178ea9f,0xc3f201186fd0e2a63b494b631a4f43e72b8957e6,9402,0.07,2021-07-02,0x3a39b6d5d74543ec7a42dafbed703f4034e0b2433b2fc63cb22669f0ffa10357
90,COOLCAT116,0xc3f201186fd0e2a63b494b631a4f43e72b8957e6,0x15f7320adb990020956d29edb6ba17f3d468001e,42,0.09,2021-07-02,0x8eb5661bcd28aa76573e5128bdf1c978bf80cb59955e128e7e176592f9fd6f65
91,COOLCAT116,0x15f7320adb990020956d29edb6ba17f3d468001e,0xf05155f792819710da259c103d30e4b70178ea9f,2119,1.5,2021-07-09,0x5ea360fd81e05b923f0ca7609221949d9d714f029a8a1df3000756cfe2a06124
93,COOLCAT117,0x94ef50afac9c04572813f36fb8d676eb400de278,0x30e3e8de3732793cb7c8b67acca6b2bcadc58186,3674,0.14,2021-07-06,0xf9abd091ecd3cd953e45672e26c8edff33392fe911af73c95c1bb7dc64636e7a
92,COOLCAT117,0x30e3e8de3732793cb7c8b67acca6b2bcadc58186,0xfb30cdae07272c8a37929039200201926eba6428,5150,0.1,2021-07-04,0x4e529506bd21a08701e49f7c9686bcc5fb78ed2f23dd77e3eee4c293b70c26d2
94,COOLCAT117,0xfb30cdae07272c8a37929039200201926eba6428,0x94ef50afac9c04572813f36fb8d676eb400de278,5150,0.42,2021-07-09,0x946cad0291709da629ac7e669ecabfce00ac2cc770799e9a78ffc36d68c375b2
95,COOLCAT118,0x178442bb4d0d479b63136b27ef92495381244a70,0x8660fc7f741cb63d1bcca4d78e8ffb7a3a59f4f1,6295,0.02,2021-07-02,0xde67478bc3cdff2c081f44ab47c5c8ff5451903523f73ee732422c9b4c749460
96,COOLCAT118,0x8660fc7f741cb63d1bcca4d78e8ffb7a3a59f4f1,0x433c8a73bec1273561e4e2201649de12f20b7d58,2573,0.032,2021-07-04,0x471d257c8bfc9891a0a82da2bf697f61cce3e586e54ceae61efe55da3ca108dd
97,COOLCAT118,0x433c8a73bec1273561e4e2201649de12f20b7d58,0x178442bb4d0d479b63136b27ef92495381244a70,2573,0.0888,2021-07-06,0x1e56d7ce06c45d4e18bf379708e0a7800e506ffcde471a97b9ccb7ad9827f112
99,COOLCAT119,0x88a72b209091f4a4ffa3514e520adbe124ca269a,0x94ef50afac9c04572813f36fb8d676eb400de278,1456,0.88,2021-07-07,0xec5ce0adfa46f5d14d9e23c66c87937bce348abdc5a2f8a9fdadf4c00608e732
100,COOLCAT119,0x94ef50afac9c04572813f36fb8d676eb400de278,0x089ad55045fe72f1f77eaac7e166de9e277600a5,3622,0.7,2021-07-07,0x538b17379be3a6111f039cb6f1f8356ccf131ba876a458ec98800422de678929
98,COOLCAT119,0x089ad55045fe72f1f77eaac7e166de9e277600a5,0x88a72b209091f4a4ffa3514e520adbe124ca269a,2829,0.1,2021-07-05,0x962d293f08f203a2716f08f2c0dae137438c2820d51ed5b4ac8721b24db33344
103,COOLCAT12,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,0xf05155f792819710da259c103d30e4b70178ea9f,8701,0.027,2021-07-04,0x55c941902bb4d8600d5db8f0166e650ee75e626949c6ad1711131d6dff218616
101,COOLCAT12,0xf05155f792819710da259c103d30e4b70178ea9f,0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,1092,0.1,2021-07-04,0xc88c084bd216a0a822b8c989270a69f02c659bbb2f92a52a10770aa48c9a2027
102,COOLCAT12,0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,7949,0.1,2021-07-04,0xed398889b4e655dcb38bc6e8be92b259d2222b56d10bf7aea9bcc9a8a557b243
104,COOLCAT123,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,2779,0.12,2021-07-06,0xcca918f35b03c55b20904f21b1f978e0972d3cb6ef244fd51715346ab5d7a48f
105,COOLCAT123,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,0xa958e6e90f570ca0293a01cdbbb6997de5848850,679,3.0,2021-07-04,0xd4c53c9c6e62b94a36b4d62303470947da610ceb9863473fc0c049d4e71467af
106,COOLCAT124,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,6926,0.098,2021-07-04,0xe6c34fe0b975cf1347fa90168df7e31a9409ef6dfc88a6593a66c4635cf4bf6b
107,COOLCAT124,0xbf5c6d85510e491cd45d1264fffec0c2c4282564,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,1592,0.08,2021-07-06,0x9bee26b602d7995783da6ae602522d81631b980e64266a4eaee1979e6b78d2fa
108,COOLCAT124,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,0xbf5c6d85510e491cd45d1264fffec0c2c4282564,4102,0.7,2021-07-03,0x9dca9e6c8644e1b9b29133c8f301257e374c6ecc5f6900976cdbcb2fcd8196a8
