,loopid,fromaddress,toaddress,tokenid,ethprice,date,transhash
844,PUNK289,0xDDFdcB21c935e8432A559cF689c83695b27A4177,0x13816F65bA8195768E6825EB774FD3C6A05a0ac8,9301,19.74,2021-02-21,0x96e139716e1bd2853cdd1930a7d14760c8fdfc0c71b0431cd6ccbe161234e4aa
845,PUNK289,0x577eBC5De943e35cdf9ECb5BbE1f7D7CB6c7C647,0xDDFdcB21c935e8432A559cF689c83695b27A4177,1902,11.0,2021-02-17,0x0fc230ee9604fc45f3c27968964036a6bb184a3205d34faaaf0ddaa1687f56e4
846,PUNK289,0x13816F65bA8195768E6825EB774FD3C6A05a0ac8,0x577eBC5De943e35cdf9ECb5BbE1f7D7CB6c7C647,2970,9.72,2021-02-17,0x926bc150580b1657558f0feb97b616f278e6f921441f45fc981124e47a95ad1f
847,PUNK294,0x13816F65bA8195768E6825EB774FD3C6A05a0ac8,0x577eBC5De943e35cdf9ECb5BbE1f7D7CB6c7C647,4433,9.88,2021-02-17,0x7ec94812f717d6a0b5f1e80fe49cd4f7b3219b338c5ac4c492c95ae9316f37dd
848,PUNK294,0x577eBC5De943e35cdf9ECb5BbE1f7D7CB6c7C647,0xDDFdcB21c935e8432A559cF689c83695b27A4177,1902,11.0,2021-02-17,0x0fc230ee9604fc45f3c27968964036a6bb184a3205d34faaaf0ddaa1687f56e4
849,PUNK294,0xDDFdcB21c935e8432A559cF689c83695b27A4177,0x13816F65bA8195768E6825EB774FD3C6A05a0ac8,9301,19.74,2021-02-21,0x96e139716e1bd2853cdd1930a7d14760c8fdfc0c71b0431cd6ccbe161234e4aa
851,PUNK299,0xDDFdcB21c935e8432A559cF689c83695b27A4177,0x13816F65bA8195768E6825EB774FD3C6A05a0ac8,9301,19.74,2021-02-21,0x96e139716e1bd2853cdd1930a7d14760c8fdfc0c71b0431cd6ccbe161234e4aa
850,PUNK299,0x577eBC5De943e35cdf9ECb5BbE1f7D7CB6c7C647,0xDDFdcB21c935e8432A559cF689c83695b27A4177,1902,11.0,2021-02-17,0x0fc230ee9604fc45f3c27968964036a6bb184a3205d34faaaf0ddaa1687f56e4
852,PUNK299,0x13816F65bA8195768E6825EB774FD3C6A05a0ac8,0x577eBC5De943e35cdf9ECb5BbE1f7D7CB6c7C647,8703,9.88,2021-02-17,0xb972bd81bc9532cc20ebb13b8aef6943aa1471576d6fdaf0f8d8cd72aa8f47d6
854,PUNK30,0x84118D0c3a8A7611287C41195b0B6CcB5f0832c4,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,6913,34.0,2021-08-01,0xa2012e12ba0a8bf9dddd24e7dd1f2a42b02b420dab5bac5c11061cf2066cbb84
853,PUNK30,0x36ED2D75A82e180e0871456b15c239b73B4EE9F4,0x84118D0c3a8A7611287C41195b0B6CcB5f0832c4,7505,35.0,2021-08-01,0xa506013819e89dfc5992d94cdc8475d9334f22a9eda5e76e1d5fd0a451ce8ace
855,PUNK303,0xDDFdcB21c935e8432A559cF689c83695b27A4177,0x13816F65bA8195768E6825EB774FD3C6A05a0ac8,9301,19.74,2021-02-21,0x96e139716e1bd2853cdd1930a7d14760c8fdfc0c71b0431cd6ccbe161234e4aa
856,PUNK303,0x13816F65bA8195768E6825EB774FD3C6A05a0ac8,0xDDFdcB21c935e8432A559cF689c83695b27A4177,5686,10.0,2021-02-14,0xe4b7ebb7a42eae27bbb880dcae36cfbb8689d3f6d0dcf840585deb401551ccc5
857,PUNK304,0xe8723d26aD5F7ff4ea8902d235F0a8f8B8802f6d,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a,9665,2.99,2020-09-14,0xc52427a9cd3a2f1bce699c8844e758ad59813af521aad16ee8fa74a21bf41525
858,PUNK304,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a,0x5154DCeEadd948111678616dE0394A4544e3AbE4,5354,1.9,2020-09-20,0x67c10fd279b05416baf2d8a46bb107610b9f511484a6fb3f6d932f29470cefdb
859,PUNK31,0x36ED2D75A82e180e0871456b15c239b73B4EE9F4,0x84118D0c3a8A7611287C41195b0B6CcB5f0832c4,8826,33.0,2021-08-01,0xbde69e734b88676c2693b4e391ce061ac91c1771cc7a71b432eb7ffdbce5d5ba
860,PUNK31,0x84118D0c3a8A7611287C41195b0B6CcB5f0832c4,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,6913,34.0,2021-08-01,0xa2012e12ba0a8bf9dddd24e7dd1f2a42b02b420dab5bac5c11061cf2066cbb84
861,PUNK317,0x0c1FEefCa0366357b91D58833A1423F12A1e7f2e,0xb6bE4De7F37baE20085d830A28982bE8aD19052b,2937,13.0,2021-02-21,0xdf344d9557875ecda10838a6dbe31881e95d7a9e630abd82ab9add82b7013f02
862,PUNK317,0xb6bE4De7F37baE20085d830A28982bE8aD19052b,0x0c1FEefCa0366357b91D58833A1423F12A1e7f2e,2937,13.7,2021-02-20,0x9c9d261876190526a4823fbd887b76be6502da0645928ad714583f146707bd7e
863,PUNK32,0x36ED2D75A82e180e0871456b15c239b73B4EE9F4,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,3254,44.5,2021-08-06,0x00b748382032fd7a4d437a9c282bc6506a19026d249859638b27dc27b9244028
864,PUNK32,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,0x36ED2D75A82e180e0871456b15c239b73B4EE9F4,1369,53.97,2021-08-06,0x5cf3aa8d5454d7efede1a062943510a441d97af56fe78b692c36ff82ceb02a82
865,PUNK35,0xDDFdcB21c935e8432A559cF689c83695b27A4177,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,7045,29.99,2021-04-08,0x86f5cbd83d73355a9870013a9f0857994b583e33bebc008a986c7b6989409a77
866,PUNK35,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,0xDDFdcB21c935e8432A559cF689c83695b27A4177,1791,22.99,2021-04-09,0x8ee9268b23a3c990469866942f179715580728b1aaabf2dbd614a2f0a809c92f
867,PUNK413,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,1781,22.97,2021-04-12,0xc349e6244553b171dcabe85493091afe1399f2c316923111d1d934bd7a01292f
868,PUNK413,0xd3e2e76e4Ab0322614fe7aaA3be0B04beD83d0D0,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,5886,17.666,2021-04-08,0x6f9f50e9341c5d215aa8e56fe009dee695739ba276db5c1e484e030babe1dc46
870,PUNK425,0x7fc4AD90AfAC24A39C9dEcAb37F8fd52DA363684,0x1919DB36cA2fa2e15F9000fd9CdC2EdCF863E685,1936,23.98,2021-07-17,0x02910af1f4c0890942ef1919599c67f578acfcbf0ee7ba5a007f09f94d3338e8
869,PUNK425,0x1919DB36cA2fa2e15F9000fd9CdC2EdCF863E685,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,7051,23.5,2021-07-15,0xfbae5d392a934b34e6e9b1a7cf8418bf6691122cb1becd1d1ad1f8657938b136
871,PUNK428,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,0xDDFdcB21c935e8432A559cF689c83695b27A4177,1791,22.99,2021-04-09,0x8ee9268b23a3c990469866942f179715580728b1aaabf2dbd614a2f0a809c92f
872,PUNK428,0xDDFdcB21c935e8432A559cF689c83695b27A4177,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,7045,29.99,2021-04-08,0x86f5cbd83d73355a9870013a9f0857994b583e33bebc008a986c7b6989409a77
873,PUNK428,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,1781,22.97,2021-04-12,0xc349e6244553b171dcabe85493091afe1399f2c316923111d1d934bd7a01292f
874,PUNK43,0xA31cDc990c1F993f2489Af108C0b0ed4679899bA,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,2684,84.4,2021-08-27,0x2c59493fdd2deca8e86fcf979b9779a51fb51afdc14232e29ca2752636702458
875,PUNK43,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,0xA31cDc990c1F993f2489Af108C0b0ed4679899bA,1781,99.0,2021-08-27,0xc5a6357fd1d8413616cd935306c761f48d67f2bf9961fd1424042bb8a71590f6
876,PUNK437,0xF7c82e990dc53BaEaBA0A14C7a1C383333b811A4,0x4680cb63563472cac10236C07d288580D8d7B52A,1941,79.9,2021-08-12,0xc8d10234095a774b5f8c2cbec8c49b09d520c6605b6bc21ca97ffa90d80e8f59
877,PUNK437,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,0xF7c82e990dc53BaEaBA0A14C7a1C383333b811A4,2641,119.99,2021-08-05,0xad95c7dd6d09cacc18e165bf5456b274252b95ec5ad263876a7426b5e549cc38
878,PUNK437,0x4680cb63563472cac10236C07d288580D8d7B52A,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,9770,41.85,2021-08-05,0x63d2baaaa37bd967ca85815abf883f437ed3c6c5a0a51be7ec27af80a6d1e875
879,PUNK44,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,9071,59.69,2021-08-23,0xe9e14777254c3721070c2bf143997ba6f14a0caa64387b4b52c516d9f0c6c46a
880,PUNK44,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,9840,68.99,2021-08-24,0xe94045f527715c981e04523b044b45eed2d9d93af18978d9a53e89956d73272a
881,PUNK452,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,0x0F4BC970e348A061B69D05B7e2E5c13EB687E5e3,9143,23.99,2021-05-03,0x0be7eb4c20f1751567e2c4c80ea45a2144ee4dd090ce42334be1410b574f3eac
882,PUNK452,0x0F4BC970e348A061B69D05B7e2E5c13EB687E5e3,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,5881,21.7,2021-05-03,0x6f0bb44b5d9f3604a7eeaa11b1ea14168f3569ad5cd9a569d1c19b21544eed77
883,PUNK454,0x6277a1073DFBE0Ea087E0eF8741DCE084831E782,0x4680cb63563472cac10236C07d288580D8d7B52A,4591,44.9,2021-08-01,0xe18e90310b04463a213fc7a3e611dc634ee246bbf13d0fcc8219e89a942b81eb
884,PUNK454,0x4680cb63563472cac10236C07d288580D8d7B52A,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,9770,41.85,2021-08-05,0x63d2baaaa37bd967ca85815abf883f437ed3c6c5a0a51be7ec27af80a6d1e875
885,PUNK457,0x5163588239AfC34a1E6255FE250437Cf917E32ab,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,743,20.21,2021-04-29,0x17f48ebf5611a54dcc1302d42d9652158de7975c4549c1c417430ab56bb393c5
886,PUNK457,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,0x5163588239AfC34a1E6255FE250437Cf917E32ab,4982,27.99,2021-04-29,0x74f3346e37938f6afb23656648038109387aae75efa3d208104377b31f78f172
888,PUNK46,0x50664edE715e131F584D3E7EaAbd7818Bb20A068,0x36ED2D75A82e180e0871456b15c239b73B4EE9F4,3629,31.9,2021-08-01,0x42940e9855467ddf5234145b22df0c487729203e8f0a6f6797417a840ead4d67
887,PUNK46,0x36ED2D75A82e180e0871456b15c239b73B4EE9F4,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,3254,44.5,2021-08-06,0x00b748382032fd7a4d437a9c282bc6506a19026d249859638b27dc27b9244028
889,PUNK462,0x848Fa9eC76391b94A83442170085f8Ca863b1624,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,5820,25.95,2021-05-04,0xd1a52a8132683f37fbf98db35c9b1e2bc701686f4fb43bb6d8b59ea5c91ddd32
890,PUNK462,0x0B88fd87884080bD6D93D341FCca0eEa76b03E75,0x848Fa9eC76391b94A83442170085f8Ca863b1624,3629,22.75,2021-05-01,0x9c26d644f2fe8a4c3981c2f36c68a054f8dfa908fce51e04cab161794cc5dc6e
891,PUNK463,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,0x0B88fd87884080bD6D93D341FCca0eEa76b03E75,5237,22.99,2021-05-02,0x88462d668c43f64c833903f81fecfd38b57b112e79b4313146b7e5eb304bd6d5
892,PUNK463,0x0B88fd87884080bD6D93D341FCca0eEa76b03E75,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,5054,54.0,2021-04-30,0x1218757e7177278fe2ac0a78b1a58044219e9c4de6ee3087cadb87f773b3c123
893,PUNK486,0x4680cb63563472cac10236C07d288580D8d7B52A,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,9770,41.85,2021-08-05,0x63d2baaaa37bd967ca85815abf883f437ed3c6c5a0a51be7ec27af80a6d1e875
894,PUNK486,0xA47b31690eCA4baDB02CA78B2f90A04AB1F7E9F6,0x4680cb63563472cac10236C07d288580D8d7B52A,6788,55.0,2021-08-08,0xdea2a1815b41ba38b73f7a64bb1ebeb8e5d527c26da67032b0ee1725db608365
896,PUNK488,0xC46Db2d89327D4C41Eb81c43ED5e3dfF111f9A8f,0xD4442B4C85E54c9E40304EeDeAF0d9A5e6a4a072,2088,19.79,2021-04-08,0x8bb50506fe35e86e0fb027c243d03ad28c57827c23a40ca2c83867581e1437d6
895,PUNK488,0xD4442B4C85E54c9E40304EeDeAF0d9A5e6a4a072,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,4601,22.9,2021-04-12,0xb5c61b057e07fda705757955ac5383dd391879192a82beb675666af07b0d7ee1
897,PUNK491,0x2cc02b33246b00Daba6196B837a7a45c6e23Cfdc,0x4680cb63563472cac10236C07d288580D8d7B52A,4436,61.0,2021-08-01,0x036d64cc709dd2dc73e1bfd3cacd42c563c58beb4d98674ef7cf67bb6e3900e4
898,PUNK491,0x4680cb63563472cac10236C07d288580D8d7B52A,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,9770,41.85,2021-08-05,0x63d2baaaa37bd967ca85815abf883f437ed3c6c5a0a51be7ec27af80a6d1e875
899,PUNK491,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,0x2cc02b33246b00Daba6196B837a7a45c6e23Cfdc,862,69.99,2021-08-01,0x5eff1397ba79d3270da9625ea4599d2cc97a1ee895933681116025b0cdd20876
900,PUNK5,0x8E662143178bb8c797620A3a61F34A71832475B0,0xD387A6E4e84a6C86bd90C158C6028A58CC8Ac459,2113,0.99,2020-05-19,0x868c8578df3ff9d527b51b481ef5fa65c4266f8d572034c8a6e3b4c8cf8cd602
901,PUNK5,0xD387A6E4e84a6C86bd90C158C6028A58CC8Ac459,0x442DCCEe68425828C106A3662014B4F131e3BD9b,9245,1.49,2020-05-24,0xd36fbad52b3d1e40f68717bc6b4b5d6fd4d1860f21c9729a356ba4edb56a2a58
903,PUNK524,0x63a9dbCe75413036B2B778E670aaBd4493aAF9F3,0x665498C14F80647D2A57a1F54Eee4Aaa9920fAe8,6573,1.64,2020-05-27,0x986191fcb0fd11c0af3e1f8afc1b147aad865bd819b9a1c95c57a9c19c3bd74a
902,PUNK524,0x665498C14F80647D2A57a1F54Eee4Aaa9920fAe8,0x63a9dbCe75413036B2B778E670aaBd4493aAF9F3,2451,1.47,2020-05-28,0xa64962ccf8a71d9fe90639b176b650defbe9dc294e1cf92893228c0d7d2ebb62
905,PUNK538,0x63a9dbCe75413036B2B778E670aaBd4493aAF9F3,0xbf5c6d85510E491cd45d1264FFfEC0c2C4282564,6462,1.59,2020-05-26,0x0e024648be6af4cefc36626b4387642e2dda3f627769718ea3e12976ff5d26c3
904,PUNK538,0xbf5c6d85510E491cd45d1264FFfEC0c2C4282564,0x63a9dbCe75413036B2B778E670aaBd4493aAF9F3,8226,1.5,2020-05-28,0xe77f15d8cb5e29571ef002973c4bad654f9ecedae042461eadf0518ce167a0f5
906,PUNK545,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,9071,59.69,2021-08-23,0xe9e14777254c3721070c2bf143997ba6f14a0caa64387b4b52c516d9f0c6c46a
907,PUNK545,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,0xA31cDc990c1F993f2489Af108C0b0ed4679899bA,1781,99.0,2021-08-27,0xc5a6357fd1d8413616cd935306c761f48d67f2bf9961fd1424042bb8a71590f6
908,PUNK545,0xA31cDc990c1F993f2489Af108C0b0ed4679899bA,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,2684,84.4,2021-08-27,0x2c59493fdd2deca8e86fcf979b9779a51fb51afdc14232e29ca2752636702458
909,PUNK552,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,9071,59.69,2021-08-23,0xe9e14777254c3721070c2bf143997ba6f14a0caa64387b4b52c516d9f0c6c46a
910,PUNK552,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,9840,68.99,2021-08-24,0xe94045f527715c981e04523b044b45eed2d9d93af18978d9a53e89956d73272a
911,PUNK563,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,0xccf2075c74De218cdd79b1EF699a2a31E2940F83,1857,75.0,2021-12-27,0x7d6779924ebf376ae12fc4e9f36992d08cb1d9f160f0bd8d1d78399f3d0686d8
912,PUNK563,0xccf2075c74De218cdd79b1EF699a2a31E2940F83,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,4124,83.0,2021-12-27,0xe7eee17759fdd62852ea68a6e8fb688ba5a3aa3ed5652e3b13dbbba141449c20
913,PUNK57,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,0xDDFdcB21c935e8432A559cF689c83695b27A4177,1791,22.99,2021-04-09,0x8ee9268b23a3c990469866942f179715580728b1aaabf2dbd614a2f0a809c92f
914,PUNK57,0xDDFdcB21c935e8432A559cF689c83695b27A4177,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,7045,29.99,2021-04-08,0x86f5cbd83d73355a9870013a9f0857994b583e33bebc008a986c7b6989409a77
915,PUNK577,0x0a64D0ce4adae3fe9979661221b06f37AE6356B4,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,5126,84.91,2022-01-26,0xa1c341b9342a0926ed16e194c98eb9e7da88355a5d2e1ae780319fcc717d53a6
916,PUNK577,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,0x0a64D0ce4adae3fe9979661221b06f37AE6356B4,7824,74.06,2022-01-25,0x8552fe59fec3924ba1d34fbc9c7e13028e0d040770fbc5d211bec9ff0a865d3d
917,PUNK584,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,9071,59.69,2021-08-23,0xe9e14777254c3721070c2bf143997ba6f14a0caa64387b4b52c516d9f0c6c46a
918,PUNK584,0x850cAE094cE34C564327818631287A75d3CEe6CA,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,5998,46.5,2021-08-19,0x33064f2f1ceb32274513605b0fc8dbf2eef869819b87d9add7874dbefc5af397
919,PUNK584,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,0x850cAE094cE34C564327818631287A75d3CEe6CA,6678,77.14,2021-08-23,0x3bf4bf0107e2509a3ab120c34c775ca9e485d7b7b3b97cce4af27cf4f5e9a3cf
921,PUNK586,0xEf768Ef781637a7995a2B57fF77825E8aBcF682D,0x023EF73d4C6dE80Dd3E52b8Aae579B8f0E5CBeb4,2393,150.0,2021-08-28,0x4e22d47896d7e2f85da8c275985df3707ed552eae91d285a73e3424c61351620
920,PUNK586,0x023EF73d4C6dE80Dd3E52b8Aae579B8f0E5CBeb4,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,2634,59.99,2021-08-23,0xcc0c5d93e5601d26bf8efb13f1c0e0b0938f4b5de7a44e2dae383e16c890d104
922,PUNK607,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,0xA7BD745215fA1cee3E93Ef2De195C5A53B6C75bB,3399,46.9,2021-08-05,0x03716ac89776518e79d9be36c225cf148d817b6cc9596ea5cbebafe4a67b4e5b
923,PUNK607,0xA7BD745215fA1cee3E93Ef2De195C5A53B6C75bB,0x86F39177283138fd6f5e344Dfb78675bA4759ada,5675,69.0,2021-08-05,0xfdb634b5c655275d0fe4680ea641ca5d882127f4956715f04ff0c174cb2b24dc
924,PUNK607,0x86F39177283138fd6f5e344Dfb78675bA4759ada,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,9173,36.6,2021-07-31,0x77d5f0bf8c9b13620a5fa28e494c71df285000735ff09d998c8b45ef22e8705b
925,PUNK609,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,0xC40dF87e16339f21fBB2E59FB38bF2A957A16FfD,8292,64.14,2021-08-23,0x184c6811ccf9d766761f1b80775ceb66a9b3bb4b35fbc3809e1522c59c012a0c
926,PUNK609,0xC40dF87e16339f21fBB2E59FB38bF2A957A16FfD,0xFe2F279D3679BAc2D07cF46c93503410eF9CA448,8292,84.0,2021-08-24,0xd635012e03b332cc53b1cdcd2d7afb651af996b60a721735a402fef02a332285
927,PUNK610,0x1919DB36cA2fa2e15F9000fd9CdC2EdCF863E685,0xeE3766e4F996DC0e0F8c929954EAAFef3441de87,6259,77.9,2022-01-25,0xb52ab3332b6281302182c355d20f31360d9cd32c0ac766fb8f31277e411df4d9
928,PUNK610,0xeE3766e4F996DC0e0F8c929954EAAFef3441de87,0x60E23dA7A0B229902da892dDd6a839382EAb04cA,6259,81.5,2022-01-28,0x77e8c3cbd1637f126c1f6df5e98aba1c489d118ac65f7f70653b5071b4e04776
929,PUNK625,0x6Ec30Fd91A504Aad948839B985C7263888B2Ad68,0xb70c1a3242E363b4772b83acdc10DF94E6c3Fb02,5681,68.9,2021-08-01,0xe08da39db1a9e43456f120e7478769b75b93f06b932fa5184449a36f74a9461c
930,PUNK625,0xb70c1a3242E363b4772b83acdc10DF94E6c3Fb02,0x6Ec30Fd91A504Aad948839B985C7263888B2Ad68,6937,49.94,2021-08-01,0x5bc51db674c1eeb2bc071efab8048a7655cd0027cc3c50af91ddf2af0f422df8
931,PUNK628,0x899241b0C41051313CE36271a7e13d54c94877A1,0x6277a1073DFBE0Ea087E0eF8741DCE084831E782,4591,38.0,2021-08-01,0xc8776c1556b0c66f7a539f8aaae9dc83a5f985f5ddce8f874c25033d6e46ed91
932,PUNK628,0x6277a1073DFBE0Ea087E0eF8741DCE084831E782,0x6Ec30Fd91A504Aad948839B985C7263888B2Ad68,6273,53.0,2021-08-06,0xda0d63d5cf9b40596198b3b0dda7cbb74d24a75b2a280ba8f2fea4ebd5b86713
933,PUNK631,0xb79cd7662A50e9A3E8d5a61B276f7D9bd8a4Ab29,0x6Ec30Fd91A504Aad948839B985C7263888B2Ad68,1966,37.0,2021-08-04,0x34af6f8a6362d330561a17d5166a17cc1d7fb135a71ca94caa18cfa79322887b
934,PUNK631,0x6Ec30Fd91A504Aad948839B985C7263888B2Ad68,0xa2C62a66F6660166838B95DB60f234dFB59e765e,9683,53.9,2021-07-30,0x1fa897a079e8857550ac1fd547bcc500b28c13805d5a084865b1642c666f0cb6
935,PUNK631,0xa2C62a66F6660166838B95DB60f234dFB59e765e,0xb79cd7662A50e9A3E8d5a61B276f7D9bd8a4Ab29,1966,24.99,2021-07-30,0x8d52149a0bb74e97f192529a3a3efbdf57faefe6a2fff0f96a94771ae680539e
937,PUNK633,0x18eE9CeBCA35D323068e5EDc5B41ffCA11d605B9,0x6Ec30Fd91A504Aad948839B985C7263888B2Ad68,7910,89.0,2021-08-01,0x9ffe9ef63e1064cb1eb26711f55620d032189a8055815e8fa62083ba12ff41ab
936,PUNK633,0x1919DB36cA2fa2e15F9000fd9CdC2EdCF863E685,0x18eE9CeBCA35D323068e5EDc5B41ffCA11d605B9,5535,36.98,2021-08-05,0x9ba50068d9cc59b496b27209eb02e4103e5877560a36f06c0b7837fef2cdfc69
938,PUNK635,0x696ed7b26f4B019CEeC78DC8b9140ad64A6f354B,0x6Ec30Fd91A504Aad948839B985C7263888B2Ad68,5626,62.0,2021-08-04,0x20db9ae74115c4c79a5f0acf5bed58987f8564fea3e5614471c433fd2b805258
939,PUNK635,0x6Ec30Fd91A504Aad948839B985C7263888B2Ad68,0x1919DB36cA2fa2e15F9000fd9CdC2EdCF863E685,1966,45.98,2021-08-05,0x15612d578c8e12365718c729d9659e184a7623dfc3699ef83ad05eb755614ace
940,PUNK635,0x1919DB36cA2fa2e15F9000fd9CdC2EdCF863E685,0x696ed7b26f4B019CEeC78DC8b9140ad64A6f354B,7434,155.0,2021-08-05,0x5eea6afcff485366b640c38bddafaf876f4167840d86321aad3198e1fc7f9ebc
941,PUNK637,0x18eE9CeBCA35D323068e5EDc5B41ffCA11d605B9,0x6Ec30Fd91A504Aad948839B985C7263888B2Ad68,7910,89.0,2021-08-01,0x9ffe9ef63e1064cb1eb26711f55620d032189a8055815e8fa62083ba12ff41ab
942,PUNK637,0x1919DB36cA2fa2e15F9000fd9CdC2EdCF863E685,0x18eE9CeBCA35D323068e5EDc5B41ffCA11d605B9,5535,36.98,2021-08-05,0x9ba50068d9cc59b496b27209eb02e4103e5877560a36f06c0b7837fef2cdfc69
945,PUNK64,0x84118D0c3a8A7611287C41195b0B6CcB5f0832c4,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,6913,34.0,2021-08-01,0xa2012e12ba0a8bf9dddd24e7dd1f2a42b02b420dab5bac5c11061cf2066cbb84
943,PUNK64,0x62bdc64A14405E797f86796Ea3C2476209ee0bf9,0x7d4d1F45a9fEC88D1715981088A32b3e6c7cc321,6714,49.97,2021-08-05,0xa9fcaa9e0a0b3f2000856feb0166207e0b27c85b109aa6db3a3d25ea35bc6f21
944,PUNK64,0x7d4d1F45a9fEC88D1715981088A32b3e6c7cc321,0x84118D0c3a8A7611287C41195b0B6CcB5f0832c4,6913,33.0,2021-08-01,0x82a058297fd70bef88842c6f5f0c1315216893ceecc333605712819c2f7827ab
946,PUNK641,0x9f617609227d9CA38600df4fF6aA03001A5aaB1A,0x6Ec30Fd91A504Aad948839B985C7263888B2Ad68,9200,19.48,2021-07-13,0x5162e73b0ff34af4bf9e2d5ef4ef744f12d03aa87d9c8dee312da2f596564264
947,PUNK641,0xc24F574D6853F6F6A31C19D468A8C1b3f31c0E54,0x9f617609227d9CA38600df4fF6aA03001A5aaB1A,9200,19.0,2021-07-12,0x652f993d75613f43e8ef3f9146782d8f1d844868b3e1694a613971d84488bb74
948,PUNK643,0xc24F574D6853F6F6A31C19D468A8C1b3f31c0E54,0x6277a1073DFBE0Ea087E0eF8741DCE084831E782,5885,35.0,2021-07-31,0xd98f7978d7f6204fa943207109817aceb4462f6553deaef44630cd17b02de0fe
949,PUNK643,0x6277a1073DFBE0Ea087E0eF8741DCE084831E782,0x6Ec30Fd91A504Aad948839B985C7263888B2Ad68,6273,53.0,2021-08-06,0xda0d63d5cf9b40596198b3b0dda7cbb74d24a75b2a280ba8f2fea4ebd5b86713
950,PUNK648,0x22D1a5f9B2A8773135682920B1F8f764D0d6e7F5,0x1919DB36cA2fa2e15F9000fd9CdC2EdCF863E685,9266,79.0,2022-01-26,0x1afbb506c29549a03b0fd1c473d19c1e6752f3c0e5a8b10a7d9d93d75093ea4c
951,PUNK648,0x1919DB36cA2fa2e15F9000fd9CdC2EdCF863E685,0x22D1a5f9B2A8773135682920B1F8f764D0d6e7F5,7254,84.0,2022-01-26,0xfe7f6f87df87f9abc97ba91d757dc59cb7501e1c48c9a36dca5fc94c5143ef6d
952,PUNK651,0x1919DB36cA2fa2e15F9000fd9CdC2EdCF863E685,0x4CB6b232144996587170e02225cf038910c99f63,9200,71.0,2022-04-02,0x74d38e5848128450150660bd68091cd0aa85bc0f2bf4910f53f5a276d4a0c161
