5.099999904632568359e+00,6.526000022888183594e+00
5.599999904632568359e+00,5.765999984741211115e+00
6.500000000000000000e+00,6.293999958038329900e+00
8.000000000000000000e+00,8.375999927520751953e+00
6.659999847412109375e+00,6.530000019073486150e+00
8.880000114440917969e+00,8.199999999999999289e+00
7.665999889373779297e+00,1.302000007629394496e+01
4.949999809265136719e+00,5.799999999999999822e+00
7.750000000000000000e+00,8.297999954223632457e+00
9.335000038146972656e+00,1.013600006103515661e+01
9.500000000000000000e+00,6.157999897003174183e+00
7.000000000000000000e+00,5.855999946594238281e+00
7.750000000000000000e+00,9.192000102996825461e+00
7.079999923706054688e+00,1.029600000381469727e+01
2.500000000000000000e+00,3.396000003814697354e+00
4.789999961853027344e+00,7.479999923706055043e+00
5.690000057220458984e+00,6.692999935150146129e+00
6.300000190734863281e+00,6.589999961853027166e+00
6.300000190734863281e+00,5.611999963578723438e+00
9.696000099182128906e+00,6.201566640535990160e+00
5.550000190734863281e+00,5.865999984741210760e+00
6.500000000000000000e+00,6.643760013580322088e+00
6.900000095367431641e+00,6.829779815673828303e+00
6.900000095367431641e+00,7.102999877929687678e+00
4.800000190734863281e+00,4.580400085449218395e+00
4.500000000000000000e+00,4.801000022888183949e+00
1.289999961853027344e+01,1.393599987030029297e+01
3.500000000000000000e+01,4.174400005340576314e+01
6.000000000000000000e+00,6.872000026702880682e+00
8.880000114440917969e+00,8.095999813079833629e+00
7.000000000000000000e+00,6.838000011444091975e+00
7.900000095367431641e+00,1.829200000762939382e+01
8.880000114440917969e+00,8.372175979614258523e+00
5.400000095367431641e+00,4.955427513070409518e+00
6.000000000000000000e+00,6.703399944305419744e+00
4.500000000000000000e+00,4.813999938964843572e+00
3.819989919662475586e+00,4.416250014305115101e+00
5.500000000000000000e+00,6.014329472710103985e+00
6.099999904632568359e+00,6.531999969482422230e+00
6.989999771118164062e+00,7.406000041961670277e+00
1.000000000000000000e+01,1.016000003814697195e+01
6.150000095367431641e+00,6.446000003814697621e+00
7.900000095367431641e+00,6.955999946594237926e+00
4.440000057220458984e+00,2.986600017547607511e+00
6.199999809265136719e+00,5.859999942779540838e+00
2.700000000000000000e+01,4.007999992370605469e+01
6.949999809265136719e+00,6.910000038146972834e+00
6.000000000000000000e+00,5.987599945068359020e+00
6.500000000000000000e+00,6.257999992370605113e+00
9.000000000000000000e+00,8.559999942779541016e+00
5.699999809265136719e+00,6.939999961853027699e+00
6.000000000000000000e+00,5.359999942779540838e+00
6.989999771118164062e+00,6.737599849700927734e+00
6.000000000000000000e+00,6.420359992980957387e+00
6.500000000000000000e+00,6.164999675750732600e+00
4.000000000000000000e+00,4.255999994277954279e+00
6.000000000000000000e+00,7.147999954223632990e+00
1.200000000000000000e+01,7.000000000000000000e+01
3.000000000000000000e+01,6.609999999999999432e+01
4.000000000000000000e+00,4.179999971389770863e+00
7.769999980926513672e+00,6.614799880981445668e+00
8.789999961853027344e+00,9.860000038146973012e+00
1.148999977111816406e+01,1.077600002288818359e+01
7.000000000000000000e+00,7.842199993133545100e+00
7.199999809265136719e+00,1.409999999999999964e+01
1.100000000000000000e+01,1.409999999999999964e+01
1.500000000000000000e+01,2.743999977111816335e+01
6.000000000000000000e+00,6.219399986267090341e+00
5.250000000000000000e+00,5.235329428841085431e+00
6.289999961853027344e+00,6.474000072479247692e+00
5.179999828338623047e+00,5.445999908447265447e+00
1.400000000000000000e+01,1.102880001068115234e+01
2.000000000000000000e+02,9.307999992370605824e+00
5.880000114440917969e+00,6.589999961853027166e+00
4.949999809265136719e+00,6.159999942779540660e+00
5.400000095367431641e+00,6.465999984741211293e+00
5.289999961853027344e+00,5.937999916076660334e+00
6.489999771118164062e+00,6.896000003814696910e+00
2.799999952316284180e+00,3.384000015258789240e+00
5.000000000000000000e+00,7.227999973297118963e+00
1.100000000000000000e+01,8.697999954223632812e+00
8.000000000000000000e+00,6.496000003814697443e+00
4.206900119781494141e+00,4.450000000000000178e+00
4.989999771118164062e+00,4.840191750013582705e+00
8.880000114440917969e+00,7.539999961853027344e+00
5.690000057220458984e+00,4.779017137799944415e+00
6.300000190734863281e+00,5.991999816894531428e+00
6.659999847412109375e+00,6.835999965667724609e+00
4.199999809265136719e+00,4.400000000000000355e+00
2.600000000000000000e+01,2.239799995422363210e+01
2.989999961853027344e+01,2.130000000000000071e+01
9.900000000000000000e+01,1.023599996566772496e+01
1.698999977111816406e+01,2.277799987792968750e+01
3.900000000000000000e+01,4.150000000000000000e+01
7.989999771118164062e+00,8.250800132751464844e+00
4.500000000000000000e+00,4.670000076293945312e+00
6.500000000000000000e+00,7.068000030517578303e+00
2.990000009536743164e+00,3.136599969863891779e+00
5.000000000000000000e+00,5.775999927520752308e+00
4.989999771118164062e+00,5.887999916076660512e+00
6.880000114440917969e+00,6.567999935150146129e+00
2.500000000000000000e+01,1.687999992370605540e+01
4.849999904632568359e+00,5.089099979400634410e+00
2.000000000000000000e+01,1.566999988555908274e+01
8.899999618530273438e+00,8.257999897003173828e+00
3.500000000000000000e+00,3.440000009536743342e+00
6.389999866485595703e+00,6.283799934387206854e+00
7.500000000000000000e+00,6.423999977111816584e+00
8.000000000000000000e+00,5.179999923706054332e+00
5.500000000000000000e+00,4.840999889373779119e+00
4.989999771118164062e+00,7.805999946594238459e+00
5.199999809265136719e+00,7.380000019073486683e+00
5.599999904632568359e+00,5.043999958038329900e+00
8.899999618530273438e+00,1.011000003814697301e+01
9.899999618530273438e+00,1.212799997329711843e+01
5.400000095367431641e+00,5.279999923706054865e+00
6.690000057220458984e+00,1.034999999999999964e+01
7.500000000000000000e+00,8.213799953460693359e+00
5.000000000000000000e+00,5.997999954223632635e+00
6.650000095367431641e+00,9.633393764495849609e+00
7.199999809265136719e+00,7.997999954223632635e+00
4.949999809265136719e+00,6.746000003814697443e+00
1.198999977111816406e+01,1.062799987792968714e+01
8.000000000000000000e+00,8.360000038146973012e+00
1.000000000000000000e+01,7.102000045776367010e+00
6.199999809265136719e+00,6.605579996109009144e+00
2.000000000000000000e+01,1.612600002288818501e+01
8.000000000000000000e+00,6.579800033569336293e+00
7.750000000000000000e+00,7.637999916076660512e+00
5.900000095367431641e+00,6.257799911499023260e+00
6.000000000000000000e+00,1.054799995422363246e+01
1.000000000000000000e+01,7.723999977111816406e+00
6.659999847412109375e+00,8.519999885559082387e+00
7.849999904632568359e+00,6.772419929504394531e+00
1.000000000000000000e+01,6.905999946594238104e+00
5.500000000000000000e+00,4.759999942779541193e+00
6.000000000000000000e+00,6.075999927520752131e+00
