0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB|0x65579455ac3227e7b3db72b4e359e988bb16cae6d26c88818d1a6991b478b274|3919721|1498252232|0x0x5b098b00621EDa6a96b7a476220661ad265F083f|0x0xC352B534e8b987e036A93539Fd6897F53488e56a|3134|punks_do_not_have_token_URIs|0.01|-
0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB|0xd79cca9282c06a0edb8f9426aae734119f0f2ed0d9683dfe3723dc7814f5fccd|3919847|1498254413|0x0xC352B534e8b987e036A93539Fd6897F53488e56a|0x0x00Bd9fD57C423A1b1C969823d409156d90974D77|5056|punks_do_not_have_token_URIs|0.1|-
0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB|0x03c36b107006386b2db0e77667cc3fd4321d036684383dff83e1be1b4e9ff455|3919887|1498255065|0x0x5b098b00621EDa6a96b7a476220661ad265F083f|0x0x00Bd3A6660309fb9e0129B9b777a9ccB9c2869DC|5719|punks_do_not_have_token_URIs|0.04|-
0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB|0x85467bb2cbbdbea4542baa0307729e8a8c1a119dcf57e32c70a64f4b71668e75|3919893|1498255212|0x0x5b098b00621EDa6a96b7a476220661ad265F083f|0x0x00Bd3A6660309fb9e0129B9b777a9ccB9c2869DC|6548|punks_do_not_have_token_URIs|0.03|-
0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB|0xc9768dad5aca87c8eb402052b8653d164837568cadaea98a19cb344b3f5d27e2|3919904|1498255313|0x0x5b098b00621EDa6a96b7a476220661ad265F083f|0x0x00Bd3A6660309fb9e0129B9b777a9ccB9c2869DC|5621|punks_do_not_have_token_URIs|0.03|-
0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB|0x5da33c961e4acdf5bb0139cc6b03e5a18762dd55cf7b4f9d6aa601ede5d0321b|3919906|1498255378|0x0x5b098b00621EDa6a96b7a476220661ad265F083f|0x0x00Bd3A6660309fb9e0129B9b777a9ccB9c2869DC|6208|punks_do_not_have_token_URIs|0.06|-
0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB|0xb7d3299fcb7e60f04f6630d7adcb2841e3f056e4501ac2d6474a8cc09982c9bc|3919916|1498255572|0x0x5b098b00621EDa6a96b7a476220661ad265F083f|0x0x948a1032B31aA3a2273bB9dEaaab07be09E7AFE7|5545|punks_do_not_have_token_URIs|0.2|-
0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB|0x8a346d456ba8776e398b3f1742a412d769f52b1f334a1eff1cbf3c9f50bfa282|3919951|1498256048|0x0x5b098b00621EDa6a96b7a476220661ad265F083f|0x0x00Bd3A6660309fb9e0129B9b777a9ccB9c2869DC|5624|punks_do_not_have_token_URIs|0.06|-
0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB|0xe3dd0733f82077a560d171bd3320c2bb9f3f4198cd6a14575958f1c11dc80d5a|3919959|1498256233|0x0x5b098b00621EDa6a96b7a476220661ad265F083f|0x0x00Bd3A6660309fb9e0129B9b777a9ccB9c2869DC|4025|punks_do_not_have_token_URIs|0.06|-
0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB|0x45d501a33a799657d2c1e5dce6b55827e931fb5d0316cb3fd860aab6231c5c94|3919971|1498256384|0x0x5b098b00621EDa6a96b7a476220661ad265F083f|0x0xE45dF57Df7980D8219a5EA811aFf949907D0a355|6934|punks_do_not_have_token_URIs|0.09|-
0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB|0x887916a613b941174a420f288759383dcc5829e7c20daf32a59c45b99d2ee977|3919984|1498256662|0x0x5b098b00621EDa6a96b7a476220661ad265F083f|0x0x00Bd3A6660309fb9e0129B9b777a9ccB9c2869DC|8781|punks_do_not_have_token_URIs|0.116|-
0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB|0x24a20fc62cee19f2e0fcfa28f69c93303a731d10ffc27e1ee3606cf42bd80c39|3920019|1498257148|0x0x5b098b00621EDa6a96b7a476220661ad265F083f|0x0x948a1032B31aA3a2273bB9dEaaab07be09E7AFE7|8878|punks_do_not_have_token_URIs|0.131|-
