0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623|0x60498f139b32a122363ee8c757a359173ff63090ad57b771261029002af3eef3|12661107|1624055595|0xbce3bd3b206946abbe094903ae2b4244b52fb4e9|0x02f5d9c2b5376f8b9150cf148aa88a5fdd5dcc50|6843|ipfs://QmTDcCdt3yb6mZitzWBmQr65AW6Wska295Dg9nbEYpSUDR/6843|0.5|-
0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623|0x8f5c49c85cd15de606d6bf9c6f24b92060208e7677cb13d4b840944b5ab5594b|12661136|1624055920|0x80a40db7895dce583344b87453ece862e4affa1b|0x729dcbdfebcc0741b845256e764ece7f4db55ccc|7757|ipfs://QmTDcCdt3yb6mZitzWBmQr65AW6Wska295Dg9nbEYpSUDR/7757|0.5|-
0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623|0x72194ca01b43bf09492c2f020c6c247cbc221e945ebaf33f412bb6c225e3d5f4|12661163|1624056276|0x51a528da1083ba23943ba2092ee2a278c8715779|0x1ded182dfb58f3253787fb880b55023d8f6f5305|7139|ipfs://QmTDcCdt3yb6mZitzWBmQr65AW6Wska295Dg9nbEYpSUDR/7139|0.75|-
0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623|0x0055de5314d2fed48e6312b5f44b4116691b9657416448a3522f9007f8683f73|12661169|1624056410|0x6fcade9de3ab9a1e57eab1684cf30e2ceba234fb|0xa442ddf27063320789b59a8fdca5b849cd2cdeac|7674|ipfs://QmTDcCdt3yb6mZitzWBmQr65AW6Wska295Dg9nbEYpSUDR/7674|0.8|-
0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623|0x322eed33fd3ba899f31871c0e0a5a0f5b30a8c8c15fda9bbdad9e3ff262b7d6f|12661173|1624056531|0x80a40db7895dce583344b87453ece862e4affa1b|0xa0fec1a6b8453873041c7529906de5c1acc1b26a|5538|ipfs://QmTDcCdt3yb6mZitzWBmQr65AW6Wska295Dg9nbEYpSUDR/5538|0.8|-
0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623|0x77822249cb551c15bd67f57203ec65795c512f0fdb714e5ae847eb58cef3f1bd|12661178|1624056706|0xa637522a82f89ec36fb358382c8b01610a4b5432|0xa0fec1a6b8453873041c7529906de5c1acc1b26a|4595|ipfs://QmTDcCdt3yb6mZitzWBmQr65AW6Wska295Dg9nbEYpSUDR/4595|0.75|-
0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623|0x96b97a1c62d507f30ffc25614b180e0dae90ba2b4abe0927ac8baec2e4beb59e|12661185|1624056748|0x34805e6a3796fb04e82183667a78c2f7bff29170|0x18d2b9b37b576b8f1a04d7d909c2efc991bcf52e|3863|ipfs://QmTDcCdt3yb6mZitzWBmQr65AW6Wska295Dg9nbEYpSUDR/3863|0.8|-
0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623|0xae7980b475a8830be50a29f6cc3bd955d9a1775139def8eaff3e1b4d1b15fac3|12661186|1624056799|0x759c88c151029d0d39c2409e7fd6612af6e46214|0xa0fec1a6b8453873041c7529906de5c1acc1b26a|5829|ipfs://QmTDcCdt3yb6mZitzWBmQr65AW6Wska295Dg9nbEYpSUDR/5829|0.74|-
0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623|0x0a40f44c43d46fab451edcac9face628b15b1ce0a60dc1a08261c7b4b80dc6a4|12661188|1624056812|0x73ee60f0baa9da6a24b91542d1a5acc2bc5efdf2|0x3e64014d2d3f0c3a3b0404110cea9060b4565e61|3341|ipfs://QmTDcCdt3yb6mZitzWBmQr65AW6Wska295Dg9nbEYpSUDR/3341|0.67|-
0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623|0xf7cc3a660e0b2c67205fd0c0a08085c5e7b910dc4895313ce93255ba40b6f9e4|12661193|1624056864|0xbce3bd3b206946abbe094903ae2b4244b52fb4e9|0xd8fbd6a7f35b8af94910259d103dc261af913b3c|4174|ipfs://QmTDcCdt3yb6mZitzWBmQr65AW6Wska295Dg9nbEYpSUDR/4174|0.6|-
